kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
backprop.1.sm_30.ptx 165 : 8388608 85057600 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 67 : 8388608 69518912 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 164 : 8388608 68989504 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 66 : 8388608 44122784 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 163 : 8388608 45695680 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 65 : 8388608 44505696 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 162 : 8388608 70986944 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 64 : 8388608 3324224224 35651616 0 0 1310720 262144 0 0 
backprop.1.sm_30.ptx 161 : 8388608 69312544 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 63 : 8388608 71243392 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 160 : 8388608 42440224 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 62 : 8388608 70720032 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 159 : 8388608 42620192 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 61 : 8388608 46924608 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 158 : 8388608 43099424 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 45 : 8388608 43235648 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 44 : 8388608 44015648 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 43 : 8388608 44604928 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 42 : 8388608 69516928 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 41 : 8388608 44432576 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 40 : 8388608 44482496 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 83 : 8388608 895501248 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 36 : 8388608 108477952 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 59 : 8388608 75260160 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 156 : 8388608 122506176 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 82 : 8388608 43503264 0 0 0 0 0 0 0 
